"2","I'm so sick like the flu"
"0","Been sick past two days, I really hope I don't have the flu . Er flow now."
"0","This girl came in so sick with the flu and my teacher put her all the way in the back with a mask on and she's not allowed near us"
"4","@Slrred I was like how the u m do flu m le who I am? He goes you're going for the saw rc and i found your clip that was fucking sick !!!"
"2","Yup! Beat the cold and flu keep from getting sick , detox get healthy dose of greens!! 33$ for 30… https://www. instagram.com/p/BAcVClLq20J/"
"0","Flu kinda day feeling so sick since yesterday... Definitely inevitable with this cold weather! https://www. instagram.com/p/BAcVCN0x9jJ/"
"0","I shoot the least when it's cold out. That on location shit is not about to have me sick or catch the flu"
"2","I think I'm going to be sick . #flu"
"0","I better not have the flu I can't start the semester off sick"
"0","Glad I didn't get the GDQ flu like everyone else. I can't remember the last time I was sick ."
"0","Worst flu ever #sick #cold #tired"
"2","@_klassykirst the flu shot actually injects you with the flu and you're bound to get sick after you get it :/"
"2","Healthy breakfast even when sick . #flu #bonesache #stomachfine #vitamioverdose pic.twitter.com/3xfpwZd2FD"
"4","sick w/the flu , but watching my girl @LeahRemini on King of Queens love this show. pic.twitter.com/GYO7L2Tmqi"
"2","Being sick is the worst, these apps will help you prevent and manage cold & flu season http:// fb.me/4t7UBxSNE"
"2","Being sick is the worst, these apps will help you prevent and manage cold & flu season http:// fb.me/t2CgdQH7"
"2","Being sick is the worst, these apps will help you prevent and manage cold & flu season http:// fb.me/7Ynlwt4ir"
"2","Being sick is the worst, these apps will help you prevent and manage cold & flu season http:// fb.me/45i5OlF0a"
"0","Bundled up, took it dogs, putting my very sick butt back to bed. Pretty sure I've landed myself the cold flu ."
"0","Sick for ages before Christmas because of a tablet.. Now I have the flu .. Ugh.. -Aoife"
"0","I'd honestly much rather be at school, than home sick with the fucking stomach flu ."
"0","Actually dying with this flu I hate being sick"
"0","Tom has called in sick 2 days in a row with the stomach flu . Idk if I'm feeling sympathy pains or what but I feel like a bag of dicks today."
"0","Whatever flu /bug thing I have it is horrid, literally tucked up in bed feeling sorry for myself after being sick :("
"2","@NavajoMom4 Just getting over cold/ flu . Still a little puny but not bad. Made me more sympathetic to my hubs while he was sick . Be well!"
"0","Stomach flu — feeling sick"
"2","Teacher talking about the flu coming shiiddd the flu here nigga i been sick since Thursday"
"2","Q: What do you call a half-dozen Indians with Asian flu ? A: Six sick Sikhs (sic)."
"2","fan: did you guys catch a flu ? ricky: none of us did but c.a.p hyung is sick"
"2","kena flu ini :3 SICK :& , GWS For me O:) ~"
"2","Yoga for when you're sick with a cold or the flu - #yoga #workout http:// yogaworkoutstoday.xyz/yoga-for-when- youre-sick-with-a-cold-or-the-flu-13/ … pic.twitter.com/nUrQqrme2y"
"4","It's a pretty perfect sick bed @AACorrick and I have here. #flu #sister pic.twitter.com/oBmwPiH1TY"
"0","great no work rest of week as have been sick over night and so sent home. grrrrrr! had this cold/ flu bug still have the cough and now this"
"0","i havent been this sick since i had the swine flu im so"
"0","Still will be home sick ... I hate the flu"
"2","Im at that stage of my flu when I'm literally talking to my slef like: You are not sick there is nothing in your system to cough up"" -"""
"2","Sick af, got the flu"
"2","11-12 years old and sick with the flu so I slept on the couch and watched various mech anime and one involving a space rocket"
"0","I've never fallen sick for years and suddenly after EXOLUXION in Singapore. I'm down with cough, flu and lost my voice."
"2","@TheAlfredoPlays Prouda you for getting me sick . I get the flu every two years."""""
"0","I've a flu ,under normal circumstances i wd've called in sick ,i really deserve 2b home,but my boss isn't here, so i'm trying 2b responsible"
"0","How have I made myself sick by taking cold and flu tablets"
"2","@m_callahan the flu its summer here and I'm sick I have to watch everyone enjoy there summer, while I enjoy the veiw from my room"
"0","I'm starting to get convinced that this flu isn't ordinary. I've been sick for 2 weeks with fluctuations of feeling better."
"0","My Ruby has a fever. Do you think gems ever get sick with space flu despite not being organic beings??? These are things I think about."
"0","I can't get rid of this flu , I've had it for about 2 weeks. I recommend no one get sick !!!"
"0","Feel so sick at school,my flu is pissing me off"
"0","Honestly I'm not sure if I'm ever getting the flu shot again. I never would get sick till now when I actually get it"
"0","So that’s why I was sick all weekend! Here I thought it was the stomach flu . RT @Jim_PRS : #RedEye Hillary and Ellen: I may fucking puke."
"0","so I'm going to assume the baby will either be sick too from birth or she won't be able to see him until the flu passes"
"0","my sister in law got the flu from the baby too and she was 4cm dilated yesterday...now her water just broke from the intensity of being sick"
"2","For someone who hardly ever gets sick ,i dread it so much when i do. Something as basic as flu and sinuses will become so amplified."
"0","The best is yet to come Flow so sick you think the flu season is a run. Run like ya nose . Runny nose bum @Calcioo_ woah. I'm cold huh?"
"0","Bitch I'm Cold Bitch I'm Sick Got The Flu"
"0","Of course I'd get sick , it's January! Gotta get my bi-yearly flu on. Obviously no stream until I'm feeling better, sorry!"
"2","No one likes to be sick , everyone hates the flu ! Well, unless you’re a pharmaceutical company. One thing that... http:// fb.me/28VkwT0TF"
"0","Well with the cold snowy weather outside and my being sick (this cold/ flu stuff sucks), I guess I will be playing MUT later after I get up."
"0","15 Recipes To Tackle Winter Flu #Betterlife No one likes to be sick , everyone hates the f… http:// ift.tt/1mS1Q5v pic.twitter.com/FHY6sLG1is"
"0","I hate feeling sick this flu is no joke"
"0","Husband also has the flu not using Cpap so AWESOME for when also sick and tired"
"0","When going to work with the flu isn't heroic - just #selfish http:// dailym.ai/1RHKe89 #Flu #Norovirus #Sick #Vomit"
"0","Sick and not flu suck"
"0","Sick . Down with the flu . Need to sleep this off to prepare myself for my 1st day of year at the office tomorrow. #bringiton #worklifebalance"
"2","Just finished recovering from being sick & now I'm sick again fuck off flu season"
"2","Prompt treatment with antivirals is especially important for people at high risk of serious complications/people who are very sick with flu ."
"2","Y'all please pray for me. The flu symptoms I've been fighting have gotten worse. Never been this sick in my life.."
"2","*Possibly* being sick with the flu feels like a full time job. But NyQuil!!"
"2","Slim sick witchyo flu ass"
"2","My sweet girl is so sick with the flu :-/ fever ranging between 102-103 for the last 24 hours...… https://www. instagram.com/p/BAbbQRUIw94/"
"0","I've been sick for approximately a month with a sore throat n the flu"
"0","Once I get over this virus or whatever tf it is I'm disinfecting my whole room & taking my ass to get a flu shot! I fucking hate being sick"
"0","I'm feeling sick & I ain't got the flu I'm missing you"
"2","Flu sick https:// twitter.com/umcoollikedat/ status/686782556407230464 …"
"2","@magadizer @janusfilms I think April 2-7 is flu season in Houston. Get ready to call out sick ."
"0","#30daysofthanks 11/30 Not feeling very thankful today. I'm sick with a chest infection and flu .… https://www. instagram.com/p/BAbT-uWNV2I/"
"2","Sick . Not nerd flu but just stupidity. Standing outside underdressed looking through to find card"
"2","Imma sick bitch , bitch I got the flu"
"2","Why it's always like that when school starts I get sick ? #flu"
"2","Retail worker was forced to work w/ flu ; vomited in bathroom. Mgr said I'm not paying you to be sick ."" Prevent humiliation-pass #SSLSpokane ."""
"2","the flu shot actually makes you sick don't get it"
"2","Got the flu but thankfully I don't look too sick #nomakeupmonday https://www. instagram.com/p/BAbQso5GYTl/"
"2","Center for Justice: Sick & Safe leave saves billions in ER costs. It's a justice issue. 5 days is a minimum w/ threat of flu . #SSLSpokane"
"0","@donnyOMO work is tiring lol hard to kill time and sick now. After fever > sore throat + coughing + flu what is this TT"
"2","I avoid colds and the flu by staying away from sick people. Please stay home when you are sick ! @MyChaos #SDMFluFighters"
"2","Any man who's played- Donkey Kong Country #not co-op #sick with flu #earns my sword."
"0","Was at work with the flu symptoms. Still finished the day off. Grind hard people. I'm not saying you should go to work sick though."
"2","RT @jrfm : Got the flu ? Sick of blowing your nose? Well say goodbye to that kleenex: http:// ow.ly/WVTcT ~ jaXon"
"2","RT @jrfm : Got the flu ? Sick of blowing your nose? Well say goodbye to that kleenex: http:// ow.ly/WVTcT ~ jaXon"
"2","Got the flu ? Sick of blowing your nose? Well say goodbye to that kleenex: http:// ow.ly/WVTcT ~ jaXon"
"0","Oh God.... Down with flu ... — feeling sick at Lim Clinic http:// fb.me/2uaBAOato"
