"2","Braking News: I'm sick ! I've gots the flu ! I actually hope is common cold. Nit sure yet! #commoncold"
"0","to be fair i genuinely could not tie my own gown. but also i had the stomach flu , was bleeding from the IV in my arm, and sick from the meds"
"0","People say rappers are bad influences, but 21 is clearly promoting the use of medicine to prevent getting sick this cold and flu season https:// twitter.com/21savage/statu s/799585628430155777 …"
"0","Sick with the flu . I can't find any Sudafed... so who wants to sell me some meth? :)"
"0","Got a flu shot to prevent me from getting sick but it made me sick & I am dying sos"
"2","Ik I'm sick from that stupid ass flu shot!!!! Im pissed"
"0","Sick asf again. Should've just gotten my damn flu shot"
"0","what do u think it is? I dont think its poisoning cuz I havent really eaten in a few days or a flu cuz I dont feel sick in my ass"
"0","DAMN! Sick with flu . Missy Piggy tried to give me Swine and this is happening. Tel give him a push here followers. https:// twitter.com/xokodak/status /803060735207239688 …"
"2","sick with the flu sick with you"
"2","Apparently im sick and I might have the flu soooo cheers"
"0","Thanks babe.. it didn't work. I was up all night sick , have the flu . Can't keep anything down."
"2","hi beautiful, I've been sick in bed all day. Have the flu . Hope you're good"
"2","I am 99.9% sure I am sick with the flu"
"2","@GreenClaira get that girl some flu games cuz she so sick"
"2","clean hands, and staying home when your sick really helps in the flu season #hist2304"
"2","Fury and Praise were so sick last night, that I came home with the flu . :/"
"2","I think I have the flu . So. Sick . This little guy is working hard to comfort me... he's a good boy. pic.twitter.com/SvPQYHJ9so"
"2","is Cp3 sick ? Does he have that flu bug going around? That's how he is playing"
"2","Q: What do you call a half-dozen Indians with Asian flu ? A: Six sick Sikhs (sic)."
"2","When @bayedws @sophiasingsongs @joshgnoche @MacieMann and Peter stop by before his open house because you're home sick with the flu"
"0","Going to bed with a sick bowl, a toilet roll to blow my nose and I'm covered in vapour rub.. I legit just got over the flu and tonsillitis"
"0","the thought of school tmr actually makes me sick to my stomach lol... hopefully it's the flu so i ain't gotta go"
"0","Thanks, JJ is sick with the stomach flu too...John took him to ER this morning cause he needed a note for work."
"2","i have the flu aka the intolerant sick bitch"
"0","It's been 2 days since my sister has seen me & she said that I look like I've been sick for a year. THIS IS ONLY DAY 2 OF THE STOMACH FLU ."
"2","took a flu vaccine on thurs and fell sick on a sun lmao life"
"2","Flu ! -_- — feeling sick"
"0","He's been bathroom sick once and started crying the flu come on now"
"2","I'm sick with it, sorta like the flu ."
"2","The flu really made me sick"
"2","im sick agan wirh the flu"
"0","Good thing I cleaned the house before I got sick as fuck. I think I have the flu which is bullshit because I got the shot"
"0","Of course the day before the work week I feel like I've got the flu . It couldn't show up the whole week I was on vacation! #damn #sick"
"2","I feel so sick that I kinda just want to take some night time flu medicine and call it a day"
"2","he's saying something about when he got a flu shot he got sick and when he didn't get it he didn't get sick"
"2","When your a gamer and get sick with the flu lol #assasinscreed https://www. instagram.com/p/BNVUvV4gKjE/"
"2","It's official, I'm gonna get sick with the flu . Fuck."
"0","Stomach flu — feeling sick"
"2","Q: What do you call a half-dozen Indians with Asian flu ? A: Six sick Sikhs (sic)."
"0","Well, last day of vacation and I'm sick with a cold or flu . For some reason Instacart isn't delivering in my area... http:// fb.me/OFlcrsYH"
"2","Kill everybody getting sick and catching the flu"
"2","35 years of teaching, Congratulations! Your family most be very proud. I am not lying about having the flu . I've been sick since Tuesday. https:// twitter.com/Prufrockery/st atus/803012907134947328 …"
"0","Sorry, yes, I expect you do get sick of it. I've had a cough for nearly 2 weeks, no cold, but cough & aches. Maybe I had flu .."
"0","Flu season has arrived. What is the flu ? What can I do if my child gets sick ? When can my child go back to school... http:// fb.me/Nbv4nCHU"
"0","hey there we're sorry 2 hear ur sick that sucks make sure u also kick it in the face like with that big bag the flu started it!!"
"2","Lengkap sudah seharian bakalan batuk bersin"" sama kentut"". Penyakit klo mau pms gini nih :s #sick #drop #flu #cough #rest #myroom"""
"2","In a truck stop bathroom in Joplin, MO, I heard an employee say not to get a flu shot because the gov't makes people sick that way."
"2","Pretty sure I have the plague. Drove at least a dozen sick foreigners around in my taxi this week. Probably the bird flu ."
"2","Just found out that some of the kids at thanksgiving dinner had the flu . I refuse to get sick in the next two weeks. #bringonthevitaminC"
"0","Oh so sorry to offend...with hideous garble..im sick with the flu . Not my A game today. No need for us to continue then. https:// twitter.com/Prufrockery/st atus/803008522333978624 …"
"2","the only thing you're doing to your lungs is getting them sick you're gonna get the flu"
"0","ive been off work sick with strept throat and flu"
"2","Avoid flu ! Wash hands often; don't touch your eyes, nose, or mouth. If sick , stay home! Even #servicedog Cyrus knows the value of rest. pic.twitter.com/JuQu4VN468"
"0","Sick for over a week in August, October and now... I regret not getting a flu shot."
"2","I'm not sure whether I am actually sick or not. I think I may be in flu purgatory."
"2","she's sick rn :// she has strep & the flu"
"0","it's crazy that ppl get sick like this all the time.. like i told my mom i needed to go to the hospital and she said you Just have the flu """""
"2","Wife: You have the flu , honey. The proposal can wait.Husband: Nah, I'm gonna work hot. Don't want to waste my sick days."
"2","Real sick no stomach flu watch the number one take a number two right in front of you what u gonna do?"
"2","Sick . #flu"
"2","Day 5 of being sick . When I'm better, I'm going to punch this Flu in it's face."
"2","I'm so sick I need Gatorade and smart water and some of that Thera flu drink @hoffmanjosh #pweaseeee"
"2","How did I get the flu shot two months ago and still get sick ?! #logic"
"2","Di boy sick like flu"
"0","I feel like i got the flu im so mf sick"
"0","I just for the flu shot on Friday so why do I feel like I'm getting sick ¿?"
