"0","I have the flu but still smoking n not sure if I skipped class td bc sick or jus wanted to walk around Savannah in shorts w a runny nose"
"0","Been sick in bed with the flu for days and I'm feeling worse! #seriously #idratherbeatwork"
"2","Some of ya blind man..oh it's just the flu "" nah u idiot that junk ain't normal how niggas is getting sick for that long even after the hosp"""
"2","I ain't make the all stars but I'm flu game sick , last time they count me out what I do game 6? @Dame_Lillard pic.twitter.com/NUqRiFZ37l"
"0","It's' no fun to be sick ! I got that flu virus going around! Hope to feel better in a few days! Lucky my voice was... http:// fb.me/72hhjbcI2"
"2","I'm sick with the flu #Ihatethis"
"2","I AIN'T MAKE THE ALL STARS, BUT IM FLU GAME SICK / LAST TIME THEY COUNT ME OUT WHAT I DO, GAME SIX"" -- @Dame_Lillard pic.twitter.com/Mt4GUDsID3"""
"2","I ain't make the All Stars, but I'm flu , game sick . Last time they count me out, what'd I do? Game six."" That's a line from Lillard."""
"2","Everyone is sick or has the flu and im drinking emergenC for fun and making some healthy smoothies."
"2","Flu game sick ."
"2","I ain't make the all star but i'm flu game sick Last time they count me out, what i do game 6 ? https:// soundcloud.com/damianlillard0 /dame-dolla-featuring-brookfield-duece-they-sleep?utm_source=soundcloud&utm_campaign=share&utm_medium=twitter … Lillard seulement."
"2","I ain't make the All-Stars, but I'm flu game sick /Last time they count me, what I do? Game 6."" - @Dame_Lillard http:// s.oregonlive.com/6bXon0l"""
"2","Playing in a rec game while sick . It's like the Jordan flu game except with only white people and the score will be under 30. #legend"
"2","I ain't made the all star stars, but I'm flu game sick . Last time they count me out, what I do game six?"" Wow. https:// twitter.com/Dame_Lillard/s tatus/699726713391984640 …"""
"2","I'm swine flu sick . https:// twitter.com/saviorofchina_ /status/699726849392267265 …"
"2","I ain't make the all stars but I'm flu game sick , last time they count me out what I do game 6?"" @Dame_Lillard breh gassed that"""
"2","I'm not cool? Nigga I'm flu game sick"
"2","I didn't make the Allstars but I'm flu game sick last time they count me out what I do game six"" @Dame_Lillard https:// twitter.com/dame_lillard/s tatus/699719317714120704 …"""
"2","That man said i ain't make the all stars but I'm flu game sick , last time they count me out what i do game 6?"" @Dame_Lillard"""
"2","Washing your hands can keep you from getting sick this flu season. http:// workcareutah.social5.net/post/something -as-simple-as-washing-your-hands-can-prevent-you-from-getting-sick/?utm_source=s5_twitter_post&utm_medium=twitter&utm_campaign=s5_80148 …"
"2","I ain't make the all stars but I'm flu game sick , last time they count me out what I do game 6?"";;;;699726193365483520"""
"2","The fact that the flu shot is supposed to prevent you from getting it....by making you sick .........just seems off as hell"
"2","@Dame_Lillard I ain't make the all stars but I'm flu game sick , last time they count me out what I do game 6?"" STRAIGHT FIRE"""
"2","“I didn’t make the All-Star but my flu game sick / Last time they count me out, what I do Game 6?” OKEIGH @Dame_Lillard I see you!!!"
"2","Q: What do you call a half-dozen Indians with Asian flu ? A: Six sick Sikhs (sic)."
"2","Don't be sick as a dog! It's not too late to get your flu shot. http:// ow.ly/Yp4Ro pic.twitter.com/zqc7P4Muj0"
"0","Haven't been this sick in ages have possibly the worst flu ever ugh"
"0","My husband didn't come home from work because of the storm. He came home sick with the flu . #ROCtheWinter #ROC #fluseason"
"2","@NotYourB1tch || Its alright, i think i have the flu anyways, really sick ."
"2","#chickensoup ... the exciting meal of the sick person. Blah ... #beingsicksucks #flu … https://www. instagram.com/p/BB3Rcb-BUYt/"
"0","Well, I have the flu :( left the doctor with an inhaler and prescription for my couch! Ugh I hate being sick"
"0","I have concluded the flu shot is worthless. I am sick and it's horrible. #YesIAmABigBaby #FluSucks pic.twitter.com/0pBIvTPziA"
"2","I was so sick last night I truly thought I was near death, thankfully I'm a little better today. You win, flu ."
"0","After 3dyas backing, I got a flu !! Nice ha.. Still, I need to go to work even I'm not feeling well.. — feeling sick"
"0","It's pretty sick how no one at my work can cover my shift even though I have the flu , yet I take idk how many people's shift for them."
"2","Our work has a free flu shot clinic and I thought yes I'll get a shot and it get sick this year. Well at least I... http:// fb.me/G392FVPj"
"0","@ArtSaSch @MercedesAMGSpy @LewisHamilton He was sick with flu , it's takes some days to recover completely, he needs to go to the doctor tho."
"2","Sick with the flu ... but Kanye tweets cheer me up. Him and Trump are my favorite Twitter accounts. Both are ridiculous."
"0","I'm so sick omg... I've been on the edge of the flu for weeke.. But now fuck sake.."
"2","Hey @SYSKPodcast I'm at home sick with the flu . Do you have an episode on how influenza works?"
